type_msg,aircraft_icao_id,first_date,first_timestamp,altitude,latitude,longitude
MSG3,AD0799,2023/09/26,03:31:46.191,37000,38.29335,-89.80365
MSG3,AD0799,2023/09/26,03:31:47.291,37000,38.29120,-89.80248
MSG3,AD0799,2023/09/26,03:31:48.161,37000,38.28949,-89.80159
MSG3,AD0799,2023/09/26,03:31:49.341,37000,38.28717,-89.80040
MSG3,AD0799,2023/09/26,03:31:50.433,37000,38.28502,-89.79927
MSG3,AD0799,2023/09/26,03:31:52.593,37000,38.28072,-89.79705
MSG3,AD0799,2023/09/26,03:31:53.644,37000,38.27865,-89.79598
MSG3,AD0799,2023/09/26,03:31:54.554,37000,38.27687,-89.79500
MSG3,AD0799,2023/09/26,03:31:55.644,37000,38.27474,-89.79389
MSG3,AD0799,2023/09/26,03:31:56.595,37000,38.27284,-89.79290
MSG3,AA58A6,2023/09/26,03:31:56.683,34000,38.12466,-89.92350
MSG3,AD0799,2023/09/26,03:31:57.685,37000,38.27069,-89.79180
MSG3,AD0799,2023/09/26,03:31:58.785,37000,38.26850,-89.79066
MSG3,AD0799,2023/09/26,03:31:59.796,37000,38.26653,-89.78962
MSG3,AD0799,2023/09/26,03:32:00.956,37000,38.26424,-89.78845
MSG3,AD0799,2023/09/26,03:32:01.977,37000,38.26222,-89.78740
MSG3,AD0799,2023/09/26,03:32:02.967,37000,38.26026,-89.78636
MSG3,AD0799,2023/09/26,03:32:04.057,37000,38.25810,-89.78524
MSG3,AD0799,2023/09/26,03:32:05.068,37000,38.25612,-89.78421
MSG3,AD0799,2023/09/26,03:32:06.148,37000,38.25398,-89.78308
MSG3,AD0799,2023/09/26,03:32:08.109,37000,38.25011,-89.78111
MSG3,AD0799,2023/09/26,03:32:09.120,37000,38.24812,-89.78004
MSG3,AD0799,2023/09/26,03:32:10.150,37000,38.24606,-89.77902
MSG3,AD0799,2023/09/26,03:32:11.211,37000,38.24397,-89.77794
MSG3,AD0799,2023/09/26,03:32:12.252,37000,38.24192,-89.77687
MSG3,A553DB,2023/09/26,03:32:12.312,39025,38.78900,-90.24701
MSG3,AD0799,2023/09/26,03:32:13.272,37000,38.23992,-89.77580
MSG3,AD0799,2023/09/26,03:32:14.082,37000,38.23833,-89.77496
MSG3,AD0799,2023/09/26,03:32:15.972,37000,38.23456,-89.77305
MSG3,AD0799,2023/09/26,03:32:16.933,37000,38.23270,-89.77203
MSG3,AD0799,2023/09/26,03:32:17.874,37000,38.23084,-89.77108
MSG3,AD0799,2023/09/26,03:32:18.934,37000,38.22874,-89.77000
MSG3,AD0799,2023/09/26,03:32:19.894,37000,38.22684,-89.76905
MSG3,AD0799,2023/09/26,03:32:20.835,37000,38.22497,-89.76809
MSG3,AD0799,2023/09/26,03:32:21.984,37000,38.22272,-89.76689
MSG3,A553DB,2023/09/26,03:32:22.294,39025,38.78048,-90.21979
MSG3,A553DB,2023/09/26,03:32:23.314,39025,38.77964,-90.21698
MSG3,AD0799,2023/09/26,03:32:24.016,37000,38.21874,-89.76481
MSG3,A553DB,2023/09/26,03:32:24.294,39025,38.77881,-90.21429
MSG3,AD0799,2023/09/26,03:32:25.037,37000,38.21669,-89.76373
MSG3,A553DB,2023/09/26,03:32:25.165,39025,38.77808,-90.21190
MSG3,AD0799,2023/09/26,03:32:25.997,37000,38.21483,-89.76278
MSG3,AD0799,2023/09/26,03:32:26.937,37000,38.21296,-89.76182
MSG3,A553DB,2023/09/26,03:32:27.194,39025,38.77634,-90.20636
MSG3,AD0799,2023/09/26,03:32:27.928,37000,38.21100,-89.76081
MSG3,AD0799,2023/09/26,03:32:29.788,37000,38.20734,-89.75889
MSG3,AD0799,2023/09/26,03:32:30.729,37000,38.20546,-89.75795
MSG3,AD0799,2023/09/26,03:32:32.819,37000,38.20132,-89.75579
MSG3,AD0799,2023/09/26,03:32:33.980,37000,38.19904,-89.75466
MSG3,AD0799,2023/09/26,03:32:35.001,37000,38.19704,-89.75358
MSG3,AD0799,2023/09/26,03:32:36.001,37000,38.19504,-89.75257
MSG3,A553DB,2023/09/26,03:32:39.456,39025,38.76596,-90.17285
MSG3,AD0799,2023/09/26,03:32:39.913,37000,38.18733,-89.74860
MSG3,AD0799,2023/09/26,03:32:42.814,37000,38.18161,-89.74562
MSG3,AD0799,2023/09/26,03:32:47.046,37000,38.17325,-89.74128
MSG3,A553DB,2023/09/26,03:32:47.327,39025,38.75931,-90.15130
MSG3,AA58A6,2023/09/26,03:32:47.936,34000,38.03499,-89.98562
MSG3,AD0799,2023/09/26,03:32:47.976,37000,38.17140,-89.74036
MSG3,A553DB,2023/09/26,03:32:48.376,39000,38.75842,-90.14844
MSG3,A553DB,2023/09/26,03:32:49.437,39025,38.75753,-90.14551
MSG3,A553DB,2023/09/26,03:32:50.306,39025,38.75679,-90.14318
MSG3,AD0799,2023/09/26,03:32:51.057,37000,38.16531,-89.73720
MSG3,A553DB,2023/09/26,03:32:51.396,39025,38.75590,-90.14020
MSG3,A553DB,2023/09/26,03:32:52.426,39025,38.75500,-90.13733
MSG3,AD0799,2023/09/26,03:32:53.048,37000,38.16138,-89.73513
MSG3,AD0799,2023/09/26,03:32:54.138,37000,38.15927,-89.73405
MSG3,A553DB,2023/09/26,03:32:54.397,39025,38.75334,-90.13196
MSG3,AD0799,2023/09/26,03:32:55.079,37000,38.15739,-89.73306
MSG3,A553DB,2023/09/26,03:32:55.567,39025,38.75240,-90.12873
MSG3,AD0799,2023/09/26,03:32:56.219,37000,38.15515,-89.73189
MSG3,A553DB,2023/09/26,03:32:56.527,39025,38.75157,-90.12610
MSG3,AD0799,2023/09/26,03:32:57.240,37000,38.15314,-89.73083
MSG3,A553DB,2023/09/26,03:32:57.357,39025,38.75087,-90.12384
MSG3,AD0799,2023/09/26,03:32:58.121,37000,38.15140,-89.72996
MSG3,A553DB,2023/09/26,03:32:58.197,39025,38.75018,-90.12158
MSG3,AD0799,2023/09/26,03:32:59.011,37000,38.14965,-89.72904
MSG3,A553DB,2023/09/26,03:32:59.139,39025,38.74938,-90.11902
MSG3,AD0799,2023/09/26,03:33:00.092,37000,38.14751,-89.72791
MSG3,AD0799,2023/09/26,03:33:00.981,37000,38.14572,-89.72704
MSG3,AD0799,2023/09/26,03:33:01.882,37000,38.14398,-89.72610
MSG3,AD0799,2023/09/26,03:33:04.003,37000,38.13977,-89.72388
MSG3,AD0799,2023/09/26,03:33:05.063,37000,38.13766,-89.72283
MSG3,AD0799,2023/09/26,03:33:05.934,37000,38.13597,-89.72194
MSG3,AD0799,2023/09/26,03:33:07.024,37000,38.13382,-89.72078
MSG3,AD0799,2023/09/26,03:33:08.055,37000,38.13178,-89.71973
MSG3,A553DB,2023/09/26,03:33:08.278,39025,38.74170,-90.09393
MSG3,AD0799,2023/09/26,03:33:09.095,37000,38.12973,-89.71865
MSG3,A553DB,2023/09/26,03:33:09.198,39025,38.74096,-90.09143
MSG3,AD0799,2023/09/26,03:33:10.025,37000,38.12787,-89.71774
MSG3,A553DB,2023/09/26,03:33:10.188,39025,38.74017,-90.08867
MSG3,A553DB,2023/09/26,03:33:11.119,39025,38.73942,-90.08612
MSG3,A553DB,2023/09/26,03:33:14.109,39025,38.73706,-90.07786
MSG3,AD0799,2023/09/26,03:33:14.757,37000,38.11856,-89.71286
MSG3,A553DB,2023/09/26,03:33:14.999,39025,38.73635,-90.07538
MSG3,A553DB,2023/09/26,03:33:17.109,39025,38.73477,-90.06950
MSG3,AD0799,2023/09/26,03:33:17.608,37000,38.11290,-89.70991
MSG3,A553DB,2023/09/26,03:33:18.049,39025,38.73409,-90.06687
MSG3,A553DB,2023/09/26,03:33:20.039,39025,38.73263,-90.06134
MSG3,AD0799,2023/09/26,03:33:20.720,37000,38.10673,-89.70677
MSG3,A553DB,2023/09/26,03:33:21.019,39025,38.73193,-90.05859
MSG3,A553DB,2023/09/26,03:33:25.090,39025,38.72905,-90.04717
MSG3,A553DB,2023/09/26,03:33:26.210,39025,38.72832,-90.04401
MSG3,A553DB,2023/09/26,03:33:27.140,39025,38.72769,-90.04138
MSG3,A553DB,2023/09/26,03:33:27.990,39025,38.72713,-90.03899
MSG3,A553DB,2023/09/26,03:33:29.120,39025,38.72639,-90.03577
MSG3,A553DB,2023/09/26,03:33:30.030,39025,38.72580,-90.03320
MSG3,A553DB,2023/09/26,03:33:31.021,39025,38.72518,-90.03040
MSG3,A553DB,2023/09/26,03:33:32.040,39025,38.72453,-90.02753
MSG3,A553DB,2023/09/26,03:33:33.190,39025,38.72383,-90.02424
MSG3,A553DB,2023/09/26,03:33:34.150,39025,38.72324,-90.02149
MSG3,A553DB,2023/09/26,03:33:35.990,39025,38.72214,-90.01624
MSG3,A553DB,2023/09/26,03:33:37.011,39025,38.72150,-90.01337
MSG3,A553DB,2023/09/26,03:33:38.081,39025,38.72089,-90.01031
MSG3,AD0799,2023/09/26,03:33:39.757,37000,38.06909,-89.68724
MSG3,A553DB,2023/09/26,03:33:40.061,39025,38.71978,-90.00464
MSG3,AD0799,2023/09/26,03:33:42.768,37000,38.06311,-89.68420
MSG3,A553DB,2023/09/26,03:33:43.202,39025,38.71805,-89.99567
MSG3,A553DB,2023/09/26,03:33:44.251,39025,38.71751,-89.99260
MSG3,A553DB,2023/09/26,03:33:45.362,39025,38.71694,-89.98944
MSG3,AD0799,2023/09/26,03:33:45.659,37000,38.05737,-89.68122
MSG3,AD0799,2023/09/26,03:33:46.650,37000,38.05543,-89.68020
MSG3,AD0799,2023/09/26,03:33:47.671,37000,38.05343,-89.67919
MSG3,A553DB,2023/09/26,03:33:48.411,39025,38.71541,-89.98065
MSG3,AD0799,2023/09/26,03:33:48.821,37000,38.05115,-89.67801
MSG3,A553DB,2023/09/26,03:33:49.362,39025,38.71494,-89.97791
MSG3,A553DB,2023/09/26,03:33:50.452,39025,38.71440,-89.97474
MSG3,AD0799,2023/09/26,03:33:51.622,37000,38.04561,-89.67514
MSG3,AD0799,2023/09/26,03:33:52.642,37025,38.04355,-89.67409
MSG3,AD0799,2023/09/26,03:33:53.712,37000,38.04146,-89.67298
MSG3,AD0799,2023/09/26,03:33:54.593,37000,38.03970,-89.67208
MSG3,A553DB,2023/09/26,03:33:55.732,39025,38.71202,-89.95946
MSG3,A553DB,2023/09/26,03:33:56.822,39025,38.71154,-89.95630
MSG3,A553DB,2023/09/26,03:33:57.832,39025,38.71111,-89.95337
MSG3,A553DB,2023/09/26,03:33:59.983,39025,38.71023,-89.94708
MSG3,A553DB,2023/09/26,03:34:00.872,39025,38.70992,-89.94453
MSG3,A553DB,2023/09/26,03:34:01.883,39025,38.70949,-89.94159
MSG3,A553DB,2023/09/26,03:34:02.913,39025,38.70914,-89.93856
MSG3,A553DB,2023/09/26,03:34:03.973,39025,38.70872,-89.93546
MSG3,A553DB,2023/09/26,03:34:05.014,39025,38.70836,-89.93241
MSG3,A553DB,2023/09/26,03:34:06.034,39025,38.70799,-89.92942
MSG3,A553DB,2023/09/26,03:34:06.843,39025,38.70772,-89.92706
MSG3,A553DB,2023/09/26,03:34:07.873,39025,38.70735,-89.92411
MSG3,A553DB,2023/09/26,03:34:09.694,39025,38.70667,-89.91880
MSG3,A553DB,2023/09/26,03:34:10.633,39025,38.70634,-89.91605
MSG3,A553DB,2023/09/26,03:34:11.694,39025,38.70598,-89.91295
MSG3,A553DB,2023/09/26,03:34:13.594,39025,38.70529,-89.90739
MSG3,A553DB,2023/09/26,03:34:14.744,39025,38.70483,-89.90405
MSG3,A553DB,2023/09/26,03:34:15.834,39025,38.70447,-89.90088
MSG3,A553DB,2023/09/26,03:34:16.775,39025,38.70410,-89.89814
MSG3,A553DB,2023/09/26,03:34:17.794,39025,38.70374,-89.89515
MSG3,A553DB,2023/09/26,03:34:18.755,39025,38.70337,-89.89235
MSG3,A553DB,2023/09/26,03:34:19.695,39025,38.70300,-89.88960
MSG3,A553DB,2023/09/26,03:34:20.685,39025,38.70265,-89.88672
MSG3,A553DB,2023/09/26,03:34:21.584,39025,38.70232,-89.88409
MSG3,A553DB,2023/09/26,03:34:22.544,39025,38.70195,-89.88129
MSG3,A553DB,2023/09/26,03:34:24.585,39025,38.70120,-89.87537
MSG3,A553DB,2023/09/26,03:34:25.575,39025,38.70081,-89.87246
MSG3,A553DB,2023/09/26,03:34:27.755,39025,38.69998,-89.86613
MSG3,A553DB,2023/09/26,03:34:28.755,39025,38.69962,-89.86321
MSG3,A553DB,2023/09/26,03:34:29.715,39025,38.69925,-89.86040
MSG3,A553DB,2023/09/26,03:34:30.666,39025,38.69888,-89.85767
MSG3,A553DB,2023/09/26,03:34:31.685,39025,38.69850,-89.85468
MSG3,A553DB,2023/09/26,03:34:32.665,39025,38.69813,-89.85181
MSG3,A553DB,2023/09/26,03:34:33.536,39025,38.69778,-89.84930
MSG3,A553DB,2023/09/26,03:34:34.526,39025,38.69743,-89.84637
MSG3,A553DB,2023/09/26,03:34:35.566,39025,38.69701,-89.84338
MSG3,A553DB,2023/09/26,03:34:36.546,39025,38.69664,-89.84052
MSG3,A553DB,2023/09/26,03:34:37.626,39025,38.69622,-89.83740
MSG3,A553DB,2023/09/26,03:34:38.676,39025,38.69586,-89.83431
MSG3,A553DB,2023/09/26,03:34:39.796,39025,38.69540,-89.83103
MSG3,A553DB,2023/09/26,03:34:45.797,39025,38.69316,-89.81359
MSG3,A553DB,2023/09/26,03:34:46.887,39025,38.69273,-89.81042
MSG3,A553DB,2023/09/26,03:34:48.967,39025,38.69194,-89.80432
MSG3,A553DB,2023/09/26,03:34:49.987,39025,38.69157,-89.80139
MSG3,A553DB,2023/09/26,03:34:50.867,39025,38.69124,-89.79883
MSG3,A553DB,2023/09/26,03:34:51.758,39025,38.69092,-89.79622
MSG3,A553DB,2023/09/26,03:34:52.837,39025,38.69051,-89.79305
MSG3,A553DB,2023/09/26,03:34:53.728,39025,38.69017,-89.79047
MSG3,A553DB,2023/09/26,03:34:54.627,39025,38.68980,-89.78784
MSG3,A553DB,2023/09/26,03:34:55.698,39025,38.68941,-89.78475
MSG3,A553DB,2023/09/26,03:34:56.747,39025,38.68901,-89.78168
MSG3,A553DB,2023/09/26,03:34:57.808,39025,38.68859,-89.77863
MSG3,A553DB,2023/09/26,03:34:58.679,39025,38.68826,-89.77609
MSG3,A553DB,2023/09/26,03:34:59.768,39025,38.68789,-89.77289
MSG3,A553DB,2023/09/26,03:35:00.798,39025,38.68748,-89.76988
MSG3,A553DB,2023/09/26,03:35:01.838,39025,38.68707,-89.76690
MSG3,A8FC09,2023/09/26,03:35:02.494,36000,38.72760,-89.71405
MSG3,A8FC09,2023/09/26,03:35:03.524,36000,38.72574,-89.71509
MSG3,A553DB,2023/09/26,03:35:04.898,39025,38.68593,-89.75800
MSG3,A8FC09,2023/09/26,03:35:05.634,36000,38.72183,-89.71729
MSG3,A8FC09,2023/09/26,03:35:06.554,36000,38.72012,-89.71818
MSG3,A553DB,2023/09/26,03:35:06.559,39025,38.68533,-89.75317
MSG3,A553DB,2023/09/26,03:35:09.179,39025,38.68433,-89.74552
MSG3,A553DB,2023/09/26,03:35:11.379,39025,38.68350,-89.73913
MSG3,A553DB,2023/09/26,03:35:14.500,39025,38.68231,-89.73006
MSG3,A553DB,2023/09/26,03:35:16.639,39025,38.68153,-89.72385
MSG3,A8FC09,2023/09/26,03:35:16.884,36000,38.70060,-89.72888
MSG3,A553DB,2023/09/26,03:35:17.560,39025,38.68117,-89.72116
MSG3,A8FC09,2023/09/26,03:35:17.894,36000,38.69874,-89.72992
MSG3,A553DB,2023/09/26,03:35:18.550,39025,38.68081,-89.71826
MSG3,A8FC09,2023/09/26,03:35:18.894,36000,38.69705,-89.73083
MSG3,A553DB,2023/09/26,03:35:19.480,39025,38.68048,-89.71555
MSG3,A8FC09,2023/09/26,03:35:19.844,36000,38.69518,-89.73185
MSG3,A8FC09,2023/09/26,03:35:20.864,36000,38.69312,-89.73298
MSG3,A8FC09,2023/09/26,03:35:21.954,36000,38.69124,-89.73400
MSG3,A8FC09,2023/09/26,03:35:22.914,36000,38.68952,-89.73492
MSG3,A8FC09,2023/09/26,03:35:23.784,36000,38.68767,-89.73597
MSG3,A8FC09,2023/09/26,03:35:24.924,36000,38.68561,-89.73712
MSG3,A553DB,2023/09/26,03:35:25.470,39025,38.67821,-89.69812
MSG3,A8FC09,2023/09/26,03:35:25.774,36000,38.68407,-89.73792
MSG3,A553DB,2023/09/26,03:35:29.381,39025,38.67677,-89.68677
MSG3,A8FC09,2023/09/26,03:35:29.554,36000,38.67677,-89.74194
MSG3,A8FC09,2023/09/26,03:35:31.384,36000,38.67360,-89.74365
MSG3,A8FC09,2023/09/26,03:35:32.444,36000,38.67133,-89.74493
MSG3,A8FC09,2023/09/26,03:35:33.254,36000,38.66982,-89.74570
MSG3,A553DB,2023/09/26,03:35:33.451,39025,38.67523,-89.67493
MSG3,A8FC09,2023/09/26,03:35:34.134,36000,38.66835,-89.74654
MSG3,A553DB,2023/09/26,03:35:34.571,39025,38.67481,-89.67169
MSG3,A553DB,2023/09/26,03:35:35.501,39025,38.67448,-89.66898
MSG3,A553DB,2023/09/26,03:35:36.352,39025,38.67416,-89.66650
MSG3,A8FC09,2023/09/26,03:35:37.114,36000,38.66270,-89.74963
MSG3,A8FC09,2023/09/26,03:35:38.074,36000,38.66084,-89.75067
MSG3,A8FC09,2023/09/26,03:35:39.184,36000,38.65893,-89.75171
MSG3,A8FC09,2023/09/26,03:35:40.085,36000,38.65727,-89.75263
MSG3,A8FC09,2023/09/26,03:35:40.974,36000,38.65540,-89.75366
MSG3,A8FC09,2023/09/26,03:35:41.815,36000,38.65391,-89.75446
MSG3,A8FC09,2023/09/26,03:35:42.805,36000,38.65219,-89.75538
MSG3,A8FC09,2023/09/26,03:35:43.785,36000,38.65013,-89.75651
MSG3,A553DB,2023/09/26,03:35:45.372,39025,38.67080,-89.64026
MSG3,A8FC09,2023/09/26,03:35:45.714,36000,38.64660,-89.75848
MSG3,A8FC09,2023/09/26,03:35:46.744,36000,38.64469,-89.75952
MSG3,A553DB,2023/09/26,03:35:47.322,39025,38.67004,-89.63459
MSG3,A8FC09,2023/09/26,03:35:47.764,36000,38.64264,-89.76062
MSG3,A553DB,2023/09/26,03:35:49.292,39025,38.66931,-89.62891
MSG3,A553DB,2023/09/26,03:35:51.563,39025,38.66849,-89.62229
MSG3,A8FC09,2023/09/26,03:35:52.514,36000,38.63384,-89.76550
MSG3,A553DB,2023/09/26,03:35:52.613,39025,38.66810,-89.61920
MSG3,A8FC09,2023/09/26,03:35:53.555,36000,38.63179,-89.76660
MSG3,A8FC09,2023/09/26,03:35:54.545,36000,38.63013,-89.76756
MSG3,A8FC09,2023/09/26,03:35:55.564,36000,38.62825,-89.76857
MSG3,A8FC09,2023/09/26,03:35:56.575,36000,38.62619,-89.76971
MSG3,A8FC09,2023/09/26,03:35:57.575,36000,38.62431,-89.77072
MSG3,A8FC09,2023/09/26,03:35:58.565,36000,38.62262,-89.77167
MSG3,A8FC09,2023/09/26,03:35:59.664,36000,38.62061,-89.77275
MSG3,A8FC09,2023/09/26,03:36:00.594,36000,38.61871,-89.77380
MSG3,A8FC09,2023/09/26,03:36:01.515,36000,38.61703,-89.77472
MSG3,A8FC09,2023/09/26,03:36:05.414,36000,38.60976,-89.77872
MSG3,A8FC09,2023/09/26,03:36:06.484,36000,38.60770,-89.77986
MSG3,A8FC09,2023/09/26,03:36:07.505,36000,38.60582,-89.78087
MSG3,A8FC09,2023/09/26,03:36:08.554,36000,38.60399,-89.78189
MSG3,A8FC09,2023/09/26,03:36:09.635,36000,38.60191,-89.78302
MSG3,A8FC09,2023/09/26,03:36:10.704,36000,38.59986,-89.78412
