type_msg,aircraft_icao_id,first_date,first_timestamp,speed,heading
MSG4,AD0799,2023/09/26,03:33:03.953,461,158
MSG4,AD0799,2023/09/26,03:33:04.953,461,158
MSG4,AD0799,2023/09/26,03:33:06.894,461,158
MSG4,AD0799,2023/09/26,03:33:07.884,461,158
MSG4,A553DB,2023/09/26,03:33:08.979,498,111
MSG4,A553DB,2023/09/26,03:33:10.049,498,111
MSG4,AD0799,2023/09/26,03:33:10.915,461,158
MSG4,AD0799,2023/09/26,03:33:11.956,461,158
MSG4,AD0799,2023/09/26,03:33:13.897,461,158
MSG4,A553DB,2023/09/26,03:33:14.179,498,110
MSG4,A553DB,2023/09/26,03:33:15.208,498,109
MSG4,A553DB,2023/09/26,03:33:16.208,499,109
MSG4,AD0799,2023/09/26,03:33:16.848,461,158
MSG4,A553DB,2023/09/26,03:33:17.309,499,109
MSG4,A553DB,2023/09/26,03:33:18.339,498,109
MSG4,A553DB,2023/09/26,03:33:20.550,499,108
MSG4,A553DB,2023/09/26,03:33:24.720,499,107
MSG4,A553DB,2023/09/26,03:33:25.780,499,107
MSG4,A553DB,2023/09/26,03:33:26.821,500,107
MSG4,A553DB,2023/09/26,03:33:27.790,499,107
MSG4,A553DB,2023/09/26,03:33:28.780,500,107
MSG4,A553DB,2023/09/26,03:33:29.820,499,106
MSG4,A553DB,2023/09/26,03:33:30.850,500,106
MSG4,A553DB,2023/09/26,03:33:31.800,499,106
MSG4,A553DB,2023/09/26,03:33:32.790,500,106
MSG4,A553DB,2023/09/26,03:33:33.681,499,105
MSG4,A553DB,2023/09/26,03:33:34.681,500,105
MSG4,A553DB,2023/09/26,03:33:35.611,499,105
MSG4,A553DB,2023/09/26,03:33:36.530,500,105
MSG4,A553DB,2023/09/26,03:33:37.510,499,105
MSG4,A553DB,2023/09/26,03:33:40.531,500,104
MSG4,AD0799,2023/09/26,03:33:40.837,462,158
MSG4,A553DB,2023/09/26,03:33:44.571,500,103
MSG4,AD0799,2023/09/26,03:33:44.849,462,158
MSG4,A553DB,2023/09/26,03:33:48.422,501,102
MSG4,A553DB,2023/09/26,03:33:49.442,500,102
MSG4,A553DB,2023/09/26,03:33:50.422,500,102
MSG4,AD0799,2023/09/26,03:33:50.551,462,158
MSG4,AD0799,2023/09/26,03:33:51.542,462,158
MSG4,A553DB,2023/09/26,03:33:54.622,500,101
MSG4,A553DB,2023/09/26,03:33:56.542,501,101
MSG4,AD0799,2023/09/26,03:33:56.674,462,158
MSG4,A553DB,2023/09/26,03:33:57.572,500,100
MSG4,AD0799,2023/09/26,03:33:57.615,462,158
MSG4,A553DB,2023/09/26,03:33:58.622,500,100
MSG4,A553DB,2023/09/26,03:33:59.472,501,100
MSG4,A553DB,2023/09/26,03:34:00.383,500,100
MSG4,A553DB,2023/09/26,03:34:01.432,500,100
MSG4,A553DB,2023/09/26,03:34:02.443,501,99
MSG4,A553DB,2023/09/26,03:34:03.493,501,99
MSG4,A553DB,2023/09/26,03:34:04.514,500,99
MSG4,A553DB,2023/09/26,03:34:06.714,501,99
MSG4,A553DB,2023/09/26,03:34:07.623,501,99
MSG4,A553DB,2023/09/26,03:34:08.614,501,99
MSG4,A553DB,2023/09/26,03:34:09.714,501,99
MSG4,A553DB,2023/09/26,03:34:10.624,500,99
MSG4,A553DB,2023/09/26,03:34:13.684,500,99
MSG4,A553DB,2023/09/26,03:34:14.804,500,99
MSG4,A553DB,2023/09/26,03:34:15.894,500,99
MSG4,A553DB,2023/09/26,03:34:16.834,500,99
MSG4,A553DB,2023/09/26,03:34:17.714,500,99
MSG4,A553DB,2023/09/26,03:34:18.694,500,99
MSG4,A553DB,2023/09/26,03:34:19.644,500,99
MSG4,A553DB,2023/09/26,03:34:20.585,501,99
MSG4,A553DB,2023/09/26,03:34:21.525,501,99
MSG4,A553DB,2023/09/26,03:34:24.645,501,99
MSG4,A553DB,2023/09/26,03:34:26.725,501,99
MSG4,A553DB,2023/09/26,03:34:27.735,501,99
MSG4,A553DB,2023/09/26,03:34:28.696,501,99
MSG4,A553DB,2023/09/26,03:34:29.765,501,99
MSG4,A553DB,2023/09/26,03:34:30.826,501,99
MSG4,A553DB,2023/09/26,03:34:31.716,501,99
MSG4,A553DB,2023/09/26,03:34:32.566,501,99
MSG4,A553DB,2023/09/26,03:34:33.436,500,99
MSG4,A553DB,2023/09/26,03:34:34.336,500,99
MSG4,A553DB,2023/09/26,03:34:36.176,501,99
MSG4,A553DB,2023/09/26,03:34:38.296,501,99
MSG4,A553DB,2023/09/26,03:34:40.376,501,99
MSG4,A553DB,2023/09/26,03:34:45.417,500,99
MSG4,A553DB,2023/09/26,03:34:46.377,500,99
MSG4,A553DB,2023/09/26,03:34:48.427,500,99
MSG4,A553DB,2023/09/26,03:34:49.337,500,99
MSG4,A553DB,2023/09/26,03:34:50.258,500,99
MSG4,A553DB,2023/09/26,03:34:51.337,500,99
MSG4,A553DB,2023/09/26,03:34:52.368,500,99
MSG4,A553DB,2023/09/26,03:34:53.277,500,99
MSG4,A553DB,2023/09/26,03:34:56.337,500,99
MSG4,A553DB,2023/09/26,03:34:57.338,500,99
MSG4,A553DB,2023/09/26,03:34:58.358,500,99
MSG4,A553DB,2023/09/26,03:34:59.428,500,99
MSG4,A8FC09,2023/09/26,03:34:59.834,441,203
MSG4,A553DB,2023/09/26,03:35:00.428,500,99
MSG4,A8FC09,2023/09/26,03:35:00.664,441,203
MSG4,A553DB,2023/09/26,03:35:01.408,500,99
MSG4,A8FC09,2023/09/26,03:35:01.684,441,203
MSG4,A8FC09,2023/09/26,03:35:02.734,442,203
MSG4,A8FC09,2023/09/26,03:35:03.694,442,203
MSG4,A8FC09,2023/09/26,03:35:04.724,442,203
MSG4,A553DB,2023/09/26,03:35:05.268,500,99
MSG4,A8FC09,2023/09/26,03:35:05.824,441,203
MSG4,A553DB,2023/09/26,03:35:06.379,500,99
MSG4,A553DB,2023/09/26,03:35:09.348,500,99
MSG4,A553DB,2023/09/26,03:35:11.369,500,99
MSG4,A8FC09,2023/09/26,03:35:15.834,442,203
MSG4,A553DB,2023/09/26,03:35:17.429,500,99
MSG4,A8FC09,2023/09/26,03:35:18.084,442,203
MSG4,A553DB,2023/09/26,03:35:18.499,500,99
MSG4,A8FC09,2023/09/26,03:35:19.094,442,203
MSG4,A8FC09,2023/09/26,03:35:20.094,442,203
MSG4,A8FC09,2023/09/26,03:35:21.044,442,203
MSG4,A8FC09,2023/09/26,03:35:22.064,442,203
MSG4,A8FC09,2023/09/26,03:35:23.155,442,203
MSG4,A8FC09,2023/09/26,03:35:24.114,442,203
MSG4,A8FC09,2023/09/26,03:35:24.984,442,203
MSG4,A8FC09,2023/09/26,03:35:28.844,442,203
MSG4,A8FC09,2023/09/26,03:35:30.754,442,203
MSG4,A8FC09,2023/09/26,03:35:31.674,442,203
MSG4,A8FC09,2023/09/26,03:35:32.584,442,203
MSG4,A553DB,2023/09/26,03:35:34.231,500,99
MSG4,A553DB,2023/09/26,03:35:35.271,500,99
MSG4,A553DB,2023/09/26,03:35:36.241,500,99
MSG4,A8FC09,2023/09/26,03:35:36.284,442,203
MSG4,A8FC09,2023/09/26,03:35:37.224,442,203
MSG4,A8FC09,2023/09/26,03:35:38.315,442,203
MSG4,A8FC09,2023/09/26,03:35:39.275,442,203
MSG4,A8FC09,2023/09/26,03:35:40.385,442,203
MSG4,A8FC09,2023/09/26,03:35:41.284,442,203
MSG4,A8FC09,2023/09/26,03:35:42.174,442,203
MSG4,A8FC09,2023/09/26,03:35:43.014,441,203
MSG4,A8FC09,2023/09/26,03:35:44.004,441,203
MSG4,A553DB,2023/09/26,03:35:45.952,499,99
MSG4,A8FC09,2023/09/26,03:35:46.034,441,203
MSG4,A8FC09,2023/09/26,03:35:46.914,441,203
MSG4,A8FC09,2023/09/26,03:35:47.949,441,203
MSG4,A8FC09,2023/09/26,03:35:51.850,440,203
MSG4,A553DB,2023/09/26,03:35:52.073,499,99
MSG4,A8FC09,2023/09/26,03:35:52.789,440,203
MSG4,A8FC09,2023/09/26,03:35:53.720,440,203
MSG4,A8FC09,2023/09/26,03:35:54.759,440,203
MSG4,A8FC09,2023/09/26,03:35:55.749,440,203
MSG4,A8FC09,2023/09/26,03:35:56.770,440,203
MSG4,A8FC09,2023/09/26,03:35:57.779,440,203
MSG4,A8FC09,2023/09/26,03:35:58.779,440,203
MSG4,A8FC09,2023/09/26,03:35:59.770,440,203
MSG4,A8FC09,2023/09/26,03:36:00.870,440,203
MSG4,A8FC09,2023/09/26,03:36:01.800,440,203
MSG4,A8FC09,2023/09/26,03:36:04.770,440,203
MSG4,A8FC09,2023/09/26,03:36:05.659,440,203
MSG4,A8FC09,2023/09/26,03:36:06.621,439,203
MSG4,A8FC09,2023/09/26,03:36:07.690,439,203
MSG4,A8FC09,2023/09/26,03:36:08.709,439,203
MSG4,A8FC09,2023/09/26,03:36:09.760,439,203
MSG4,A8FC09,2023/09/26,03:36:10.840,439,203
MSG4,A8FC09,2023/09/26,03:36:11.910,439,203
MSG4,A8FC09,2023/09/26,03:36:12.850,438,203
MSG4,A8FC09,2023/09/26,03:36:13.780,438,203
MSG4,A8FC09,2023/09/26,03:36:14.739,438,203
MSG4,A8FC09,2023/09/26,03:36:17.600,438,203
MSG4,A8FC09,2023/09/26,03:36:18.600,438,203
MSG4,A8FC09,2023/09/26,03:36:19.590,438,203
MSG4,A8FC09,2023/09/26,03:36:20.570,438,203
MSG4,A8FC09,2023/09/26,03:36:22.740,438,203
MSG4,A8FC09,2023/09/26,03:36:25.720,438,203
MSG4,A8FC09,2023/09/26,03:36:26.721,438,203
MSG4,A8FC09,2023/09/26,03:36:27.710,437,203
MSG4,A553DB,2023/09/26,03:36:28.096,500,99
MSG4,A8FC09,2023/09/26,03:36:28.849,437,203
MSG4,A8FC09,2023/09/26,03:36:29.821,437,203
MSG4,A8FC09,2023/09/26,03:36:30.780,437,203
MSG4,A8FC09,2023/09/26,03:36:31.730,437,203
MSG4,A8FC09,2023/09/26,03:36:32.630,436,203
MSG4,A8FC09,2023/09/26,03:36:33.640,436,203
MSG4,A8FC09,2023/09/26,03:36:34.640,436,203
MSG4,A8FC09,2023/09/26,03:36:37.700,435,203
MSG4,A8FC09,2023/09/26,03:36:38.620,435,203
MSG4,A8FC09,2023/09/26,03:36:42.760,435,203
MSG4,A8FC09,2023/09/26,03:36:43.671,435,203
MSG4,A8FC09,2023/09/26,03:36:44.771,435,203
MSG4,A8FC09,2023/09/26,03:36:46.580,435,203
MSG4,A8FC09,2023/09/26,03:36:52.410,437,203
MSG4,A8FC09,2023/09/26,03:36:53.420,437,203
MSG4,A8FC09,2023/09/26,03:36:54.421,437,203
MSG4,A8FC09,2023/09/26,03:36:55.370,438,203
MSG4,A8FC09,2023/09/26,03:36:56.390,438,203
MSG4,A8FC09,2023/09/26,03:36:57.441,438,203
MSG4,A8FC09,2023/09/26,03:36:58.442,438,203
MSG4,A8FC09,2023/09/26,03:36:59.430,439,203
MSG4,A8FC09,2023/09/26,03:37:01.421,439,203
MSG4,A8FC09,2023/09/26,03:37:02.340,440,203
MSG4,A8FC09,2023/09/26,03:37:03.410,440,203
MSG4,A8FC09,2023/09/26,03:37:04.350,440,203
MSG4,A8FC09,2023/09/26,03:37:05.440,440,203
MSG4,A8FC09,2023/09/26,03:37:07.310,441,203
MSG4,A8FC09,2023/09/26,03:37:08.491,441,203
MSG4,A8FC09,2023/09/26,03:37:09.021,441,203
MSG4,A8FC09,2023/09/26,03:37:09.500,441,203
MSG4,A8FC09,2023/09/26,03:37:10.540,442,203
MSG4,A8FC09,2023/09/26,03:37:11.611,442,203
MSG4,A8FC09,2023/09/26,03:37:12.671,442,203
MSG4,A8FC09,2023/09/26,03:37:13.801,443,203
MSG4,A8FC09,2023/09/26,03:37:14.921,443,203
MSG4,A8FC09,2023/09/26,03:37:16.930,443,203
MSG4,A8FC09,2023/09/26,03:37:17.981,444,203
MSG4,A8FC09,2023/09/26,03:37:18.861,444,203
MSG4,A8FC09,2023/09/26,03:37:21.641,445,203
MSG4,A8FC09,2023/09/26,03:37:22.521,445,203
MSG4,A8FC09,2023/09/26,03:37:23.550,445,203
MSG4,A8FC09,2023/09/26,03:37:24.731,446,203
MSG4,A8FC09,2023/09/26,03:37:25.661,446,203
MSG4,A8FC09,2023/09/26,03:37:26.701,446,203
MSG4,A8FC09,2023/09/26,03:37:27.811,446,203
MSG4,A8FC09,2023/09/26,03:37:28.911,446,203
MSG4,A8FC09,2023/09/26,03:37:29.881,447,203
MSG4,A8FC09,2023/09/26,03:37:30.922,447,203
MSG4,A8FC09,2023/09/26,03:37:31.910,447,203
MSG4,A8FC09,2023/09/26,03:37:32.931,448,203
MSG4,A8FC09,2023/09/26,03:37:33.860,448,203
MSG4,A8FC09,2023/09/26,03:37:34.821,448,203
MSG4,A8FC09,2023/09/26,03:37:35.321,448,203
MSG4,A8FC09,2023/09/26,03:37:35.891,448,203
MSG4,A8FC09,2023/09/26,03:37:36.296,449,203
MSG4,A8FC09,2023/09/26,03:37:36.790,449,203
MSG4,A8FC09,2023/09/26,03:37:37.681,449,203
MSG4,A8FC09,2023/09/26,03:37:38.641,449,203
MSG4,A8FC09,2023/09/26,03:37:39.711,449,203
MSG4,A8FC09,2023/09/26,03:37:40.651,449,203
MSG4,A8FC09,2023/09/26,03:37:41.460,449,203
MSG4,A8FC09,2023/09/26,03:37:42.501,449,203
MSG4,A8FC09,2023/09/26,03:37:42.960,449,203
MSG4,A8FC09,2023/09/26,03:37:43.411,449,203
MSG4,A8FC09,2023/09/26,03:37:43.856,449,203
MSG4,A8FC09,2023/09/26,03:37:44.391,449,203
MSG4,A8FC09,2023/09/26,03:37:45.401,449,203
MSG4,A8FC09,2023/09/26,03:37:46.521,449,203
MSG4,A8FC09,2023/09/26,03:37:46.961,449,203
MSG4,A8FC09,2023/09/26,03:37:47.391,449,203
MSG4,A8FC09,2023/09/26,03:37:47.896,449,203
MSG4,A8FC09,2023/09/26,03:37:48.372,449,203
MSG4,A8FC09,2023/09/26,03:37:48.941,449,203
MSG4,A8FC09,2023/09/26,03:37:49.341,449,203
MSG4,A8FC09,2023/09/26,03:37:49.816,449,203
MSG4,A8FC09,2023/09/26,03:37:50.261,449,203
MSG4,A8FC09,2023/09/26,03:37:51.291,449,203
MSG4,A8FC09,2023/09/26,03:37:52.190,449,203
MSG4,A8FC09,2023/09/26,03:37:53.161,449,203
MSG4,A8FC09,2023/09/26,03:37:54.201,449,203
MSG4,A8FC09,2023/09/26,03:37:55.231,449,203
MSG4,A8FC09,2023/09/26,03:37:56.291,449,203
MSG4,A8FC09,2023/09/26,03:37:57.261,449,203
MSG4,A8FC09,2023/09/26,03:37:58.301,449,203
MSG4,A8FC09,2023/09/26,03:37:59.371,449,203
MSG4,A8FC09,2023/09/26,03:38:00.231,449,203
MSG4,A8FC09,2023/09/26,03:38:01.241,449,203
MSG4,A8FC09,2023/09/26,03:38:02.161,449,203
MSG4,A8FC09,2023/09/26,03:38:03.152,449,203
MSG4,A8FC09,2023/09/26,03:38:04.132,448,203
MSG4,A8FC09,2023/09/26,03:38:05.101,448,203
MSG4,A8FC09,2023/09/26,03:38:05.941,448,203
MSG4,A8FC09,2023/09/26,03:38:06.851,448,203
MSG4,A8FC09,2023/09/26,03:38:07.911,448,203
MSG4,A8FC09,2023/09/26,03:38:08.882,448,203
MSG4,A8FC09,2023/09/26,03:38:09.881,448,203
MSG4,A8FC09,2023/09/26,03:38:10.832,448,203
MSG4,A8FC09,2023/09/26,03:38:11.851,448,203
MSG4,A8FC09,2023/09/26,03:38:12.782,448,203
MSG4,A8FC09,2023/09/26,03:38:13.861,448,203
MSG4,A8FC09,2023/09/26,03:38:14.931,448,203
MSG4,A8FC09,2023/09/26,03:38:16.842,448,203
MSG4,A8FC09,2023/09/26,03:38:17.802,448,203
MSG4,A8FC09,2023/09/26,03:38:18.832,448,203
MSG4,A8FC09,2023/09/26,03:38:19.891,448,203
MSG4,A8FC09,2023/09/26,03:38:20.941,448,203
MSG4,A8FC09,2023/09/26,03:38:21.901,448,203
MSG4,A8FC09,2023/09/26,03:38:22.931,448,203
MSG4,A8FC09,2023/09/26,03:38:23.911,448,203
MSG4,A8FC09,2023/09/26,03:38:25.002,448,203
MSG4,A8FC09,2023/09/26,03:38:26.001,448,203
MSG4,A8FC09,2023/09/26,03:38:26.952,448,203
MSG4,A8FC09,2023/09/26,03:38:28.052,448,203
MSG4,A8FC09,2023/09/26,03:38:29.102,448,203
MSG4,A8FC09,2023/09/26,03:38:30.142,448,203
MSG4,A8FC09,2023/09/26,03:38:31.091,448,203
MSG4,A8FC09,2023/09/26,03:38:32.112,448,203
MSG4,A8FC09,2023/09/26,03:38:33.082,448,203
MSG4,A8FC09,2023/09/26,03:38:40.312,448,203
MSG4,A8FC09,2023/09/26,03:38:41.362,448,203
MSG4,A8FC09,2023/09/26,03:38:42.442,448,203
MSG4,A8FC09,2023/09/26,03:38:43.312,448,203
MSG4,A8FC09,2023/09/26,03:38:44.211,448,203
MSG4,A8FC09,2023/09/26,03:38:45.102,448,203
MSG4,A8FC09,2023/09/26,03:38:46.062,448,203
